created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,
2020-09-29 00:00:00 UTC,34.38,68.93,82.95,31.23,-54.83,75.48,20.05,46.40,
2020-09-30 00:00:00 UTC,44.82,67.10,71.78,73.66,-60.71,87.62,12.23,46.28
